"year","including.up.to.week.start","including.up.to.week.end","month","province","cases","total.cases","total.deaths","rate.per.100000","fatality.rate","population"
"2007",2007-12-23,2007-12-29,"May","Songkhla","348","2305","5","174.95","0.22",1317501
"2007",2007-12-23,2007-12-29,"May","Satun","30","173","1","61.45","0.58",281545
"2007",2007-12-23,2007-12-29,"May","Yala","71","761","0","162.52","0.00",468252
"2007",2007-12-23,2007-12-29,"May","Pattani","156","1084","1","170.51","0.09",635730
"2007",2007-12-23,2007-12-29,"May","Narathiwat","88","1261","3","178.32","0.24",707171
"2007",2007-12-23,2007-12-29,"May","Loei","50","293","0","47.77","0.00",613303
"2007",2007-12-23,2007-12-29,"May","Phuket","47","474","5","157.61","1.05",300737
"2007",2007-12-23,2007-12-29,"May","Phang Nga","34","253","0","103.10","0.00",245394
"2007",2007-12-23,2007-12-29,"May","Krabi","76","663","0","164.37","0.00",403363
"2007",2007-12-23,2007-12-29,"May","Trang","63","256","0","42.14","0.00",607450
"2007",2007-12-23,2007-12-29,"May","Phatthalung","48","575","0","114.24","0.00",503321
"2007",2007-12-23,2007-12-29,"May","Nakhon Si Thammarat","201","1088","3","72.03","0.28",1510460
"2007",2007-12-23,2007-12-29,"May","Surat Thani","242","1164","3","121.16","0.26",960698
"2007",2007-12-23,2007-12-29,"May","Ranong","5","98","1","54.49","1.02",179850
"2007",2007-12-23,2007-12-29,"May","Chumphon","167","1090","0","227.57","0.00",478964
"2007",2007-12-23,2007-12-29,"May","Suphan Buri","23","664","0","78.68","0.00",843904
"2007",2007-12-23,2007-12-29,"May","Yasothon","41","278","0","51.40","0.00",540889
"2007",2007-12-23,2007-12-29,"May","Ubon Ratchathani","185","1011","0","56.70","0.00",1783035
"2007",2007-12-23,2007-12-29,"May","Sisaket","207","1618","3","111.86","0.19",1446484
"2007",2007-12-23,2007-12-29,"May","Amnat Charoen","37","237","0","64.24","0.00",368934
"2007",2007-12-23,2007-12-29,"May","Surin","384","2620","4","190.51","0.15",1375257
"2007",2007-12-23,2007-12-29,"May","Nakhon Ratchasima","120","1346","1","52.67","0.07",2555587
"2007",2007-12-23,2007-12-29,"May","Chaiyaphum","70","741","1","66.21","0.13",1119146
"2007",2007-12-23,2007-12-29,"May","Buriram","154","1685","2","109.65","0.12",1536722
"2007",2007-12-23,2007-12-29,"May","Roi Et","236","2061","1","157.32","0.05",1310047
"2007",2007-12-23,2007-12-29,"May","Maha Sarakham","115","791","0","84.36","0.00",937686
"2007",2007-12-23,2007-12-29,"May","Khon Kaen","100","944","0","53.93","0.00",1750500
"2007",2007-12-23,2007-12-29,"May","Sakon Nakhon","66","669","0","60.32","0.00",1109046
"2007",2007-12-23,2007-12-29,"May","Nakhon Phanom","105","398","0","57.24","0.00",695351
"2007",2007-12-23,2007-12-29,"May","Mukdahan","31","318","0","94.80","0.00",335447
"2007",2007-12-23,2007-12-29,"May","Kalasin","83","1422","1","145.76","0.07",975562
"2007",2007-12-23,2007-12-29,"May","Udon Thani","71","631","1","41.31","0.16",1527562
"2007",2007-12-23,2007-12-29,"May","Nong Khai","49","435","3","48.36","0.69",899580
"2007",2007-12-23,2007-12-29,"May","Nong Bua Lam Phu","11","111","1","22.35","0.90",496692
"2007",2007-12-23,2007-12-29,"May","Nonthaburi","109","2179","1","218.11","0.05",999057
"2007",2007-12-23,2007-12-29,"May","Trat","17","199","1","90.48","0.50",219949
"2007",2007-12-23,2007-12-29,"May","Rayong","121","1278","3","222.73","0.23",573785
"2007",2007-12-23,2007-12-29,"May","Chonburi","14","184","2","15.22","1.09",1209290
"2007",2007-12-23,2007-12-29,"May","Chanthaburi","149","1033","0","205.62","0.00",502389
"2007",2007-12-23,2007-12-29,"May","Nan","4","81","0","16.96","0.00",477662
"2007",2007-12-23,2007-12-29,"May","Chiang Rai","193","819","2","66.82","0.24",1225713
"2007",2007-12-23,2007-12-29,"May","Samut Prakan","138","2591","2","233.92","0.08",1107626
"2007",2007-12-23,2007-12-29,"May","Sa Kaeo","76","479","0","88.98","0.00",538344
"2007",2007-12-23,2007-12-29,"May","Prachinburi","102","738","0","162.62","0.00",453819
"2007",2007-12-23,2007-12-29,"May","Nakhon Nayok","61","395","0","158.00","0.00",250003
"2007",2007-12-23,2007-12-29,"May","Chachoengsao","81","782","5","119.53","0.64",654206
"2007",2007-12-23,2007-12-29,"May","Samut Songkhram","10","382","0","195.91","0.00",194990
"2007",2007-12-23,2007-12-29,"May","Samut Sakhon","28","783","2","169.29","0.26",462510
"2007",2007-12-23,2007-12-29,"May","Prachuap Khiri Khan","58","692","3","139.96","0.43",494416
"2007",2007-12-23,2007-12-29,"May","Phetchaburi","34","383","0","83.87","0.00",456681
"2007",2007-12-23,2007-12-29,"May","Ratchaburi","63","1155","1","139.34","0.09",828930
"2007",2007-12-23,2007-12-29,"May","Nakhon Pathom","41","1235","1","150.26","0.08",821905
"2007",2007-12-23,2007-12-29,"May","Kanchanaburi","76","868","3","104.02","0.35",834447
"2007",2007-12-23,2007-12-29,"May","Sing Buri","3","52","0","23.97","0.00",216969
"2007",2007-12-23,2007-12-29,"May","Saraburi","11","415","1","68.05","0.24",609855
"2007",2007-12-23,2007-12-29,"May","Lopburi","13","523","0","69.48","0.00",752775
"2007",2007-12-23,2007-12-29,"May","Chai Nat","16","233","0","68.73","0.00",339006
"2007",2007-12-23,2007-12-29,"May","Pathum Thani","20","560","0","65.02","0.00",861338
"2007",2007-12-23,2007-12-29,"May","Ang Thong","12","369","1","129.96","0.27",283943
"2007",2007-12-23,2007-12-29,"May","Bangkok","446","6944","10","121.91","0.14",5695956
"2007",2007-12-23,2007-12-29,"May","Uthai Thani","13","273","0","83.49","0.00",326988
"2007",2007-12-23,2007-12-29,"May","Phichit","38","641","0","114.91","0.00",557832
"2007",2007-12-23,2007-12-29,"May","Nakhon Sawan","100","1453","1","135.04","0.07",1076015
"2007",2007-12-23,2007-12-29,"May","Kamphaeng Phet","44","670","1","91.99","0.15",728320
"2007",2007-12-23,2007-12-29,"May","Uttaradit","56","367","0","78.51","0.00",467482
"2007",2007-12-23,2007-12-29,"May","Tak","23","529","1","100.25","0.19",527677
"2007",2007-12-23,2007-12-29,"May","Sukhothai","52","200","0","32.85","0.00",608820
"2007",2007-12-23,2007-12-29,"May","Phitsanulok","44","622","1","73.65","0.16",844508
"2007",2007-12-23,2007-12-29,"May","Phetchabun","71","796","2","79.42","0.25",1002317
"2007",2007-12-23,2007-12-29,"May","Phrae","46","311","0","66.40","0.00",468373
"2007",2007-12-23,2007-12-29,"May","Phayao","5","50","0","10.28","0.00",486219
"2007",2007-12-23,2007-12-29,"May","Mae Hong Son","9","197","0","77.20","0.00",255174
"2007",2007-12-23,2007-12-29,"May","Lamphun","19","392","0","96.66","0.00",405564
"2007",2007-12-23,2007-12-29,"May","Lampang","46","237","1","30.63","0.42",773790
"2007",2007-12-23,2007-12-29,"May","Chiang Mai","32","656","0","39.56","0.00",1658298
"2007",2007-12-23,2007-12-29,"June","Songkhla","402","2305","5","174.95","0.22",1317501
"2007",2007-12-23,2007-12-29,"June","Satun","34","173","1","61.45","0.58",281545
"2007",2007-12-23,2007-12-29,"June","Yala","140","761","0","162.52","0.00",468252
"2007",2007-12-23,2007-12-29,"June","Pattani","219","1084","1","170.51","0.09",635730
"2007",2007-12-23,2007-12-29,"June","Narathiwat","205","1261","3","178.32","0.24",707171
"2007",2007-12-23,2007-12-29,"June","Loei","100","293","0","47.77","0.00",613303
"2007",2007-12-23,2007-12-29,"June","Phuket","94","474","5","157.61","1.05",300737
"2007",2007-12-23,2007-12-29,"June","Phang Nga","57","253","0","103.10","0.00",245394
"2007",2007-12-23,2007-12-29,"June","Krabi","153","663","0","164.37","0.00",403363
"2007",2007-12-23,2007-12-29,"June","Trang","53","256","0","42.14","0.00",607450
"2007",2007-12-23,2007-12-29,"June","Phatthalung","110","575","0","114.24","0.00",503321
"2007",2007-12-23,2007-12-29,"June","Nakhon Si Thammarat","207","1088","3","72.03","0.28",1510460
"2007",2007-12-23,2007-12-29,"June","Surat Thani","255","1164","3","121.16","0.26",960698
"2007",2007-12-23,2007-12-29,"June","Ranong","12","98","1","54.49","1.02",179850
"2007",2007-12-23,2007-12-29,"June","Chumphon","216","1090","0","227.57","0.00",478964
"2007",2007-12-23,2007-12-29,"June","Suphan Buri","56","664","0","78.68","0.00",843904
"2007",2007-12-23,2007-12-29,"June","Yasothon","61","278","0","51.40","0.00",540889
"2007",2007-12-23,2007-12-29,"June","Ubon Ratchathani","234","1011","0","56.70","0.00",1783035
"2007",2007-12-23,2007-12-29,"June","Sisaket","477","1618","3","111.86","0.19",1446484
"2007",2007-12-23,2007-12-29,"June","Amnat Charoen","75","237","0","64.24","0.00",368934
"2007",2007-12-23,2007-12-29,"June","Surin","573","2620","4","190.51","0.15",1375257
"2007",2007-12-23,2007-12-29,"June","Nakhon Ratchasima","346","1346","1","52.67","0.07",2555587
"2007",2007-12-23,2007-12-29,"June","Chaiyaphum","156","741","1","66.21","0.13",1119146
"2007",2007-12-23,2007-12-29,"June","Buriram","447","1685","2","109.65","0.12",1536722
"2007",2007-12-23,2007-12-29,"June","Roi Et","405","2061","1","157.32","0.05",1310047
"2007",2007-12-23,2007-12-29,"June","Maha Sarakham","181","791","0","84.36","0.00",937686
"2007",2007-12-23,2007-12-29,"June","Khon Kaen","191","944","0","53.93","0.00",1750500
"2007",2007-12-23,2007-12-29,"June","Sakon Nakhon","164","669","0","60.32","0.00",1109046
"2007",2007-12-23,2007-12-29,"June","Nakhon Phanom","144","398","0","57.24","0.00",695351
"2007",2007-12-23,2007-12-29,"June","Mukdahan","53","318","0","94.80","0.00",335447
"2007",2007-12-23,2007-12-29,"June","Kalasin","205","1422","1","145.76","0.07",975562
"2007",2007-12-23,2007-12-29,"June","Udon Thani","123","631","1","41.31","0.16",1527562
"2007",2007-12-23,2007-12-29,"June","Nong Khai","120","435","3","48.36","0.69",899580
"2007",2007-12-23,2007-12-29,"June","Nong Bua Lam Phu","21","111","1","22.35","0.90",496692
"2007",2007-12-23,2007-12-29,"June","Nonthaburi","286","2179","1","218.11","0.05",999057
"2007",2007-12-23,2007-12-29,"June","Trat","28","199","1","90.48","0.50",219949
"2007",2007-12-23,2007-12-29,"June","Rayong","266","1278","3","222.73","0.23",573785
"2007",2007-12-23,2007-12-29,"June","Chonburi","34","184","2","15.22","1.09",1209290
"2007",2007-12-23,2007-12-29,"June","Chanthaburi","220","1033","0","205.62","0.00",502389
"2007",2007-12-23,2007-12-29,"June","Nan","20","81","0","16.96","0.00",477662
"2007",2007-12-23,2007-12-29,"June","Chiang Rai","464","819","2","66.82","0.24",1225713
"2007",2007-12-23,2007-12-29,"June","Samut Prakan","338","2591","2","233.92","0.08",1107626
"2007",2007-12-23,2007-12-29,"June","Sa Kaeo","83","479","0","88.98","0.00",538344
"2007",2007-12-23,2007-12-29,"June","Prachinburi","181","738","0","162.62","0.00",453819
"2007",2007-12-23,2007-12-29,"June","Nakhon Nayok","101","395","0","158.00","0.00",250003
"2007",2007-12-23,2007-12-29,"June","Chachoengsao","167","782","5","119.53","0.64",654206
"2007",2007-12-23,2007-12-29,"June","Samut Songkhram","46","382","0","195.91","0.00",194990
"2007",2007-12-23,2007-12-29,"June","Samut Sakhon","94","783","2","169.29","0.26",462510
"2007",2007-12-23,2007-12-29,"June","Prachuap Khiri Khan","148","692","3","139.96","0.43",494416
"2007",2007-12-23,2007-12-29,"June","Phetchaburi","53","383","0","83.87","0.00",456681
"2007",2007-12-23,2007-12-29,"June","Ratchaburi","210","1155","1","139.34","0.09",828930
"2007",2007-12-23,2007-12-29,"June","Nakhon Pathom","129","1235","1","150.26","0.08",821905
"2007",2007-12-23,2007-12-29,"June","Kanchanaburi","145","868","3","104.02","0.35",834447
"2007",2007-12-23,2007-12-29,"June","Sing Buri","3","52","0","23.97","0.00",216969
"2007",2007-12-23,2007-12-29,"June","Saraburi","59","415","1","68.05","0.24",609855
"2007",2007-12-23,2007-12-29,"June","Lopburi","48","523","0","69.48","0.00",752775
"2007",2007-12-23,2007-12-29,"June","Chai Nat","21","233","0","68.73","0.00",339006
"2007",2007-12-23,2007-12-29,"June","Pathum Thani","46","560","0","65.02","0.00",861338
"2007",2007-12-23,2007-12-29,"June","Ang Thong","25","369","1","129.96","0.27",283943
"2007",2007-12-23,2007-12-29,"June","Bangkok","723","6944","10","121.91","0.14",5695956
"2007",2007-12-23,2007-12-29,"June","Uthai Thani","62","273","0","83.49","0.00",326988
"2007",2007-12-23,2007-12-29,"June","Phichit","114","641","0","114.91","0.00",557832
"2007",2007-12-23,2007-12-29,"June","Nakhon Sawan","263","1453","1","135.04","0.07",1076015
"2007",2007-12-23,2007-12-29,"June","Kamphaeng Phet","143","670","1","91.99","0.15",728320
"2007",2007-12-23,2007-12-29,"June","Uttaradit","88","367","0","78.51","0.00",467482
"2007",2007-12-23,2007-12-29,"June","Tak","95","529","1","100.25","0.19",527677
"2007",2007-12-23,2007-12-29,"June","Sukhothai","47","200","0","32.85","0.00",608820
"2007",2007-12-23,2007-12-29,"June","Phitsanulok","117","622","1","73.65","0.16",844508
"2007",2007-12-23,2007-12-29,"June","Phetchabun","210","796","2","79.42","0.25",1002317
"2007",2007-12-23,2007-12-29,"June","Phrae","120","311","0","66.40","0.00",468373
"2007",2007-12-23,2007-12-29,"June","Phayao","21","50","0","10.28","0.00",486219
"2007",2007-12-23,2007-12-29,"June","Mae Hong Son","65","197","0","77.20","0.00",255174
"2007",2007-12-23,2007-12-29,"June","Lamphun","39","392","0","96.66","0.00",405564
"2007",2007-12-23,2007-12-29,"June","Lampang","80","237","1","30.63","0.42",773790
"2007",2007-12-23,2007-12-29,"June","Chiang Mai","99","656","0","39.56","0.00",1658298
"2007",2007-12-23,2007-12-29,"July","Songkhla","256","2305","5","174.95","0.22",1317501
"2007",2007-12-23,2007-12-29,"July","Satun","40","173","1","61.45","0.58",281545
"2007",2007-12-23,2007-12-29,"July","Yala","109","761","0","162.52","0.00",468252
"2007",2007-12-23,2007-12-29,"July","Pattani","83","1084","1","170.51","0.09",635730
"2007",2007-12-23,2007-12-29,"July","Narathiwat","297","1261","3","178.32","0.24",707171
"2007",2007-12-23,2007-12-29,"July","Loei","62","293","0","47.77","0.00",613303
"2007",2007-12-23,2007-12-29,"July","Phuket","85","474","5","157.61","1.05",300737
"2007",2007-12-23,2007-12-29,"July","Phang Nga","35","253","0","103.10","0.00",245394
"2007",2007-12-23,2007-12-29,"July","Krabi","104","663","0","164.37","0.00",403363
"2007",2007-12-23,2007-12-29,"July","Trang","29","256","0","42.14","0.00",607450
"2007",2007-12-23,2007-12-29,"July","Phatthalung","114","575","0","114.24","0.00",503321
"2007",2007-12-23,2007-12-29,"July","Nakhon Si Thammarat","167","1088","3","72.03","0.28",1510460
"2007",2007-12-23,2007-12-29,"July","Surat Thani","144","1164","3","121.16","0.26",960698
"2007",2007-12-23,2007-12-29,"July","Ranong","20","98","1","54.49","1.02",179850
"2007",2007-12-23,2007-12-29,"July","Chumphon","170","1090","0","227.57","0.00",478964
"2007",2007-12-23,2007-12-29,"July","Suphan Buri","45","664","0","78.68","0.00",843904
"2007",2007-12-23,2007-12-29,"July","Yasothon","55","278","0","51.40","0.00",540889
"2007",2007-12-23,2007-12-29,"July","Ubon Ratchathani","190","1011","0","56.70","0.00",1783035
"2007",2007-12-23,2007-12-29,"July","Sisaket","254","1618","3","111.86","0.19",1446484
"2007",2007-12-23,2007-12-29,"July","Amnat Charoen","35","237","0","64.24","0.00",368934
"2007",2007-12-23,2007-12-29,"July","Surin","406","2620","4","190.51","0.15",1375257
"2007",2007-12-23,2007-12-29,"July","Nakhon Ratchasima","235","1346","1","52.67","0.07",2555587
"2007",2007-12-23,2007-12-29,"July","Chaiyaphum","96","741","1","66.21","0.13",1119146
"2007",2007-12-23,2007-12-29,"July","Buriram","323","1685","2","109.65","0.12",1536722
"2007",2007-12-23,2007-12-29,"July","Roi Et","347","2061","1","157.32","0.05",1310047
"2007",2007-12-23,2007-12-29,"July","Maha Sarakham","145","791","0","84.36","0.00",937686
"2007",2007-12-23,2007-12-29,"July","Khon Kaen","175","944","0","53.93","0.00",1750500
"2007",2007-12-23,2007-12-29,"July","Sakon Nakhon","173","669","0","60.32","0.00",1109046
"2007",2007-12-23,2007-12-29,"July","Nakhon Phanom","54","398","0","57.24","0.00",695351
"2007",2007-12-23,2007-12-29,"July","Mukdahan","71","318","0","94.80","0.00",335447
"2007",2007-12-23,2007-12-29,"July","Kalasin","255","1422","1","145.76","0.07",975562
"2007",2007-12-23,2007-12-29,"July","Udon Thani","138","631","1","41.31","0.16",1527562
"2007",2007-12-23,2007-12-29,"July","Nong Khai","115","435","3","48.36","0.69",899580
"2007",2007-12-23,2007-12-29,"July","Nong Bua Lam Phu","19","111","1","22.35","0.90",496692
"2007",2007-12-23,2007-12-29,"July","Nonthaburi","284","2179","1","218.11","0.05",999057
"2007",2007-12-23,2007-12-29,"July","Trat","10","199","1","90.48","0.50",219949
"2007",2007-12-23,2007-12-29,"July","Rayong","260","1278","3","222.73","0.23",573785
"2007",2007-12-23,2007-12-29,"July","Chonburi","63","184","2","15.22","1.09",1209290
"2007",2007-12-23,2007-12-29,"July","Chanthaburi","145","1033","0","205.62","0.00",502389
"2007",2007-12-23,2007-12-29,"July","Nan","19","81","0","16.96","0.00",477662
"2007",2007-12-23,2007-12-29,"July","Chiang Rai","74","819","2","66.82","0.24",1225713
"2007",2007-12-23,2007-12-29,"July","Samut Prakan","324","2591","2","233.92","0.08",1107626
"2007",2007-12-23,2007-12-29,"July","Sa Kaeo","53","479","0","88.98","0.00",538344
"2007",2007-12-23,2007-12-29,"July","Prachinburi","123","738","0","162.62","0.00",453819
"2007",2007-12-23,2007-12-29,"July","Nakhon Nayok","60","395","0","158.00","0.00",250003
"2007",2007-12-23,2007-12-29,"July","Chachoengsao","132","782","5","119.53","0.64",654206
"2007",2007-12-23,2007-12-29,"July","Samut Songkhram","32","382","0","195.91","0.00",194990
"2007",2007-12-23,2007-12-29,"July","Samut Sakhon","130","783","2","169.29","0.26",462510
"2007",2007-12-23,2007-12-29,"July","Prachuap Khiri Khan","121","692","3","139.96","0.43",494416
"2007",2007-12-23,2007-12-29,"July","Phetchaburi","75","383","0","83.87","0.00",456681
"2007",2007-12-23,2007-12-29,"July","Ratchaburi","158","1155","1","139.34","0.09",828930
"2007",2007-12-23,2007-12-29,"July","Nakhon Pathom","133","1235","1","150.26","0.08",821905
"2007",2007-12-23,2007-12-29,"July","Kanchanaburi","138","868","3","104.02","0.35",834447
"2007",2007-12-23,2007-12-29,"July","Sing Buri","1","52","0","23.97","0.00",216969
"2007",2007-12-23,2007-12-29,"July","Saraburi","67","415","1","68.05","0.24",609855
"2007",2007-12-23,2007-12-29,"July","Lopburi","50","523","0","69.48","0.00",752775
"2007",2007-12-23,2007-12-29,"July","Chai Nat","25","233","0","68.73","0.00",339006
"2007",2007-12-23,2007-12-29,"July","Pathum Thani","94","560","0","65.02","0.00",861338
"2007",2007-12-23,2007-12-29,"July","Ang Thong","41","369","1","129.96","0.27",283943
"2007",2007-12-23,2007-12-29,"July","Bangkok","698","6944","10","121.91","0.14",5695956
"2007",2007-12-23,2007-12-29,"July","Uthai Thani","34","273","0","83.49","0.00",326988
"2007",2007-12-23,2007-12-29,"July","Phichit","67","641","0","114.91","0.00",557832
"2007",2007-12-23,2007-12-29,"July","Nakhon Sawan","251","1453","1","135.04","0.07",1076015
